,case:concept:name,concept:name,time:timestamp
17584,Case 3770,Closed,2013-10-18 11:36:00
17585,Case 3771,Assign seriousness,2010-09-28 10:11:19
17586,Case 3771,Take in charge ticket,2010-09-28 10:11:43
17587,Case 3771,Wait,2010-09-28 10:13:23
17588,Case 3771,Take in charge ticket,2010-09-30 10:42:03
17589,Case 3771,Resolve ticket,2010-09-30 10:42:26
17590,Case 3771,Closed,2010-10-30 10:42:46
17591,Case 3772,Assign seriousness,2012-01-20 17:00:17
17592,Case 3772,Take in charge ticket,2012-01-23 11:46:02
17593,Case 3772,Resolve ticket,2012-02-08 09:47:44
17594,Case 3772,Take in charge ticket,2012-02-09 08:21:39
17595,Case 3772,Resolve ticket,2012-02-09 16:05:00
17596,Case 3772,Closed,2012-02-24 16:05:21
17597,Case 3773,Assign seriousness,2012-02-29 09:59:56
17598,Case 3773,Take in charge ticket,2012-02-29 10:00:09
17599,Case 3773,Resolve ticket,2012-02-29 11:35:35
17600,Case 3773,Closed,2012-03-31 09:00:21
17601,Case 3774,Assign seriousness,2012-01-13 11:14:15
17602,Case 3774,Take in charge ticket,2012-01-13 11:14:30
17603,Case 3774,Wait,2012-01-18 14:20:19
17604,Case 3774,Resolve ticket,2012-01-19 16:16:46
17605,Case 3774,Closed,2012-02-16 14:10:31
17606,Case 3775,Assign seriousness,2013-04-30 08:24:20
17607,Case 3775,Take in charge ticket,2013-05-02 09:19:28
17608,Case 3775,Wait,2013-05-08 08:53:12
17609,Case 3775,Resolve ticket,2013-06-10 13:09:41
17610,Case 3775,Closed,2013-06-25 13:10:00
17611,Case 3776,Assign seriousness,2013-10-09 12:54:37
17612,Case 3776,Assign seriousness,2013-10-09 14:59:45
17613,Case 3776,Take in charge ticket,2013-10-14 07:44:07
17614,Case 3776,Wait,2013-10-25 13:02:27
17615,Case 3776,Resolve ticket,2013-11-15 16:20:23
17616,Case 3776,Closed,2013-11-30 16:20:42
17617,Case 3777,Assign seriousness,2012-01-11 14:28:02
17618,Case 3777,Take in charge ticket,2012-01-16 15:54:02
17619,Case 3777,Resolve ticket,2012-01-20 08:22:43
17620,Case 3777,Closed,2012-03-10 14:30:49
17621,Case 3778,Assign seriousness,2011-03-01 10:29:07
17622,Case 3778,Take in charge ticket,2011-03-01 12:04:17
17623,Case 3778,Take in charge ticket,2011-03-18 10:10:50
17624,Case 3778,Wait,2011-03-29 07:40:16
17625,Case 3778,Take in charge ticket,2011-04-01 13:00:41
17626,Case 3778,Resolve ticket,2011-04-01 13:00:55
17627,Case 3778,Closed,2011-04-21 13:56:22
17628,Case 3779,Assign seriousness,2012-06-07 15:25:52
17629,Case 3779,Take in charge ticket,2012-06-08 07:13:54
17630,Case 3779,Require upgrade,2012-06-15 15:17:10
17631,Case 3779,Require upgrade,2012-06-25 10:34:22
17632,Case 3779,Require upgrade,2012-06-25 12:25:49
17633,Case 3779,Resolve ticket,2012-06-25 12:26:41
17634,Case 3779,Closed,2012-08-02 12:40:55
17635,Case 3780,Assign seriousness,2010-05-25 07:53:56
17636,Case 3780,Assign seriousness,2010-06-01 16:38:24
17637,Case 3780,Take in charge ticket,2010-06-01 16:38:35
17638,Case 3780,Resolve ticket,2010-06-01 16:39:46
17639,Case 3780,Closed,2010-07-03 08:00:46
17640,Case 3781,Take in charge ticket,2012-05-21 11:01:36
17641,Case 3781,Resolve ticket,2012-05-21 13:40:05
17642,Case 3781,Closed,2012-06-28 11:00:40
17643,Case 3782,Assign seriousness,2011-12-05 14:52:45
17644,Case 3782,Assign seriousness,2011-12-07 17:10:17
17645,Case 3782,Take in charge ticket,2011-12-12 08:42:25
17646,Case 3782,Resolve ticket,2011-12-19 09:26:10
17647,Case 3782,Closed,2012-01-20 15:00:31
17648,Case 3783,Assign seriousness,2012-05-04 07:36:52
17649,Case 3783,Take in charge ticket,2012-05-04 08:14:30
17650,Case 3783,Resolve ticket,2012-05-04 08:55:51
17651,Case 3783,Closed,2012-06-08 07:41:05
17652,Case 3784,Assign seriousness,2010-07-28 08:01:05
17653,Case 3784,Take in charge ticket,2010-09-06 15:07:00
17654,Case 3784,Resolve ticket,2010-09-06 15:08:05
17655,Case 3784,Closed,2010-09-21 15:08:35
17656,Case 3785,Assign seriousness,2012-06-01 13:33:15
17657,Case 3785,Take in charge ticket,2012-06-05 07:51:27
17658,Case 3785,Resolve ticket,2012-06-05 12:57:16
17659,Case 3785,Closed,2012-07-04 13:41:23
17660,Case 3786,Assign seriousness,2012-06-12 15:14:39
17661,Case 3786,Take in charge ticket,2012-06-12 15:14:54
17662,Case 3786,Resolve ticket,2012-06-19 14:09:54
17663,Case 3786,Closed,2012-07-20 15:20:32
17664,Case 3787,Assign seriousness,2013-09-06 09:42:22
17665,Case 3787,Take in charge ticket,2013-09-06 13:01:56
17666,Case 3787,Wait,2013-09-09 08:06:20
17667,Case 3787,Take in charge ticket,2013-09-23 09:58:42
17668,Case 3787,Resolve ticket,2013-09-23 10:00:03
17669,Case 3787,Closed,2013-10-08 10:00:22
17670,Case 3788,Assign seriousness,2010-10-07 07:36:31
17671,Case 3788,Assign seriousness,2010-10-07 08:45:12
17672,Case 3788,Take in charge ticket,2010-10-07 08:45:20
17673,Case 3788,Resolve ticket,2010-10-07 10:15:03
17674,Case 3788,Closed,2010-11-24 08:40:24
17675,Case 3789,Assign seriousness,2012-03-23 13:49:59
17676,Case 3789,Take in charge ticket,2012-03-26 07:01:08
17677,Case 3789,Wait,2012-04-06 07:40:09
17678,Case 3789,Take in charge ticket,2012-04-10 13:30:35
17679,Case 3789,Resolve ticket,2012-04-10 13:31:10
17680,Case 3789,Closed,2012-04-25 13:31:23
17681,Case 3790,Assign seriousness,2011-07-22 15:19:42
17682,Case 3790,Take in charge ticket,2011-08-03 15:54:03
17683,Case 3790,Resolve ticket,2011-08-29 08:20:20
17684,Case 3790,Closed,2011-09-13 08:20:26
17685,Case 3791,Assign seriousness,2011-09-20 15:44:58
17686,Case 3791,Take in charge ticket,2011-09-21 07:35:49
17687,Case 3791,Resolve ticket,2011-09-27 15:50:10
17688,Case 3791,Closed,2011-11-12 16:50:31
17689,Case 3792,Assign seriousness,2011-11-22 08:56:48
17690,Case 3792,Take in charge ticket,2011-11-22 11:41:00
17691,Case 3792,Resolve ticket,2011-11-22 11:56:19
17692,Case 3792,Closed,2012-01-05 09:00:41
17693,Case 3793,Assign seriousness,2012-02-14 08:59:59
17694,Case 3793,Take in charge ticket,2012-02-15 16:40:55
17695,Case 3793,Wait,2012-02-24 10:31:11
17696,Case 3793,Resolve ticket,2012-03-02 14:22:26
17697,Case 3793,Closed,2012-03-23 11:50:20
17698,Case 3794,Assign seriousness,2012-07-09 08:14:22
17699,Case 3794,Take in charge ticket,2012-07-16 08:17:06
17700,Case 3794,Resolve ticket,2012-07-30 09:46:33
17701,Case 3794,Closed,2012-08-14 09:46:43
17702,Case 3795,Assign seriousness,2011-08-30 12:27:15
17703,Case 3795,Assign seriousness,2011-08-30 16:05:38
17704,Case 3795,Take in charge ticket,2011-08-30 16:05:55
17705,Case 3795,Resolve ticket,2011-08-31 10:03:38
17706,Case 3795,Closed,2011-09-30 12:32:02
17707,Case 3796,Assign seriousness,2011-08-01 15:26:14
17708,Case 3796,Take in charge ticket,2011-08-11 07:06:13
17709,Case 3796,Resolve ticket,2011-08-23 10:51:33
17710,Case 3796,Closed,2011-09-07 10:51:44
17711,Case 3797,Assign seriousness,2012-01-16 16:16:57
17712,Case 3797,Take in charge ticket,2012-01-16 16:17:12
17713,Case 3797,Wait,2012-01-23 13:32:06
17714,Case 3797,Take in charge ticket,2012-02-17 09:40:26
17715,Case 3797,Resolve ticket,2012-02-23 15:47:22
17716,Case 3797,Closed,2012-03-09 15:47:42
17717,Case 3798,Assign seriousness,2013-08-22 12:49:49
17718,Case 3798,Take in charge ticket,2013-08-27 07:07:34
17719,Case 3798,Resolve ticket,2013-09-13 13:07:17
17720,Case 3798,Closed,2013-09-28 13:07:32
17721,Case 3799,Assign seriousness,2012-07-09 15:14:15
17722,Case 3799,Take in charge ticket,2012-07-12 08:03:26
17723,Case 3799,Resolve ticket,2012-07-23 13:52:59
17724,Case 3799,Closed,2012-08-09 15:20:31
17725,Case 3800,Assign seriousness,2012-01-05 17:00:36
17726,Case 3800,Take in charge ticket,2012-01-16 08:35:07
17727,Case 3800,Wait,2012-01-16 08:37:16
17728,Case 3800,Resolve ticket,2012-01-16 08:54:49
17729,Case 3800,Closed,2012-02-08 08:20:27
17730,Case 3801,Assign seriousness,2012-03-07 16:56:32
17731,Case 3801,Take in charge ticket,2012-03-07 16:56:41
17732,Case 3801,Resolve ticket,2012-03-08 14:52:58
17733,Case 3801,Closed,2012-04-20 16:00:34
17734,Case 3802,Insert ticket,2012-12-13 11:36:24
17735,Case 3802,Assign seriousness,2012-12-13 11:44:17
17736,Case 3802,Resolve ticket,2013-01-08 12:00:50
17737,Case 3802,Closed,2013-01-23 12:01:06
17738,Case 3803,Assign seriousness,2011-10-03 14:50:24
17739,Case 3803,Assign seriousness,2011-10-05 08:51:44
17740,Case 3803,Resolve ticket,2011-10-05 08:54:37
17741,Case 3803,Closed,2011-11-03 16:00:26
17742,Case 3804,Assign seriousness,2012-05-02 09:19:44
17743,Case 3804,Take in charge ticket,2012-05-03 08:00:59
17744,Case 3804,Wait,2012-05-14 13:31:03
17745,Case 3804,Take in charge ticket,2012-05-15 07:52:59
17746,Case 3804,Wait,2012-05-15 08:06:34
17747,Case 3804,Resolve ticket,2012-05-15 12:39:11
17748,Case 3804,Closed,2012-06-20 08:11:14
17749,Case 3805,Assign seriousness,2011-12-21 14:22:57
17750,Case 3805,Take in charge ticket,2011-12-23 15:37:45
17751,Case 3805,Resolve ticket,2011-12-29 15:24:57
17752,Case 3805,Resolve ticket,2011-12-29 15:24:57
17753,Case 3805,Closed,2012-01-28 15:25:25
17754,Case 3806,Assign seriousness,2010-02-04 08:22:39
17755,Case 3806,Take in charge ticket,2010-02-04 08:22:54
17756,Case 3806,Wait,2010-02-04 09:07:26
17757,Case 3806,Take in charge ticket,2010-02-26 08:53:59
17758,Case 3806,Resolve ticket,2010-02-26 08:54:05
17759,Case 3806,Resolve ticket,2010-02-26 09:31:08
17760,Case 3806,Closed,2010-03-13 09:31:19
17761,Case 3807,Assign seriousness,2012-04-16 12:50:14
17762,Case 3807,Take in charge ticket,2012-04-19 07:25:52
17763,Case 3807,Wait,2012-04-24 07:51:30
17764,Case 3807,Resolve ticket,2012-05-04 07:07:03
17765,Case 3807,Closed,2012-05-29 12:10:49
17766,Case 3808,Take in charge ticket,2012-04-03 08:24:55
17767,Case 3808,Resolve ticket,2012-04-03 08:25:46
17768,Case 3808,Closed,2012-05-05 08:30:56
17769,Case 3809,Assign seriousness,2010-07-13 13:19:21
17770,Case 3809,Assign seriousness,2010-07-13 13:57:22
17771,Case 3809,Take in charge ticket,2010-07-14 14:01:23
17772,Case 3809,Resolve ticket,2010-07-14 14:01:34
17773,Case 3809,Closed,2010-08-19 13:20:16
17774,Case 3810,Assign seriousness,2011-02-18 14:12:28
17775,Case 3810,Take in charge ticket,2011-02-18 14:12:47
17776,Case 3810,Resolve ticket,2011-02-18 15:02:23
17777,Case 3810,Closed,2011-04-03 13:22:31
17778,Case 3811,Assign seriousness,2012-01-17 14:40:21
17779,Case 3811,Take in charge ticket,2012-01-19 08:11:06
17780,Case 3811,Resolve ticket,2012-01-23 11:15:24
17781,Case 3811,Closed,2012-03-01 14:50:32
17782,Case 3812,Assign seriousness,2011-04-20 12:14:21
17783,Case 3812,Take in charge ticket,2011-04-26 07:22:40
17784,Case 3812,Wait,2011-04-27 14:46:33
17785,Case 3812,Take in charge ticket,2011-04-28 13:59:47
17786,Case 3812,Resolve ticket,2011-04-28 13:59:58
17787,Case 3812,Closed,2011-05-28 14:00:14
17788,Case 3813,Assign seriousness,2010-10-01 14:07:02
17789,Case 3813,Take in charge ticket,2010-10-01 15:23:28
17790,Case 3813,Wait,2010-10-01 15:27:29
17791,Case 3813,Wait,2010-10-01 15:27:29
17792,Case 3813,Take in charge ticket,2010-10-01 15:27:53
17793,Case 3813,Resolve ticket,2010-10-04 07:03:15
17794,Case 3813,Closed,2010-11-03 08:03:45
17795,Case 3814,Assign seriousness,2012-05-04 15:23:08
17796,Case 3814,Take in charge ticket,2012-05-07 07:01:12
17797,Case 3814,Resolve ticket,2012-05-24 15:25:23
17798,Case 3814,Closed,2012-06-08 15:25:48
17799,Case 3815,Assign seriousness,2010-09-08 10:36:14
17800,Case 3815,Wait,2010-09-08 15:32:25
17801,Case 3815,Take in charge ticket,2010-09-13 09:01:56
17802,Case 3815,Resolve ticket,2010-09-13 09:02:02
17803,Case 3815,Closed,2010-10-09 10:40:22
17804,Case 3816,Assign seriousness,2011-07-13 10:23:04
17805,Case 3816,Take in charge ticket,2011-07-13 10:23:18
17806,Case 3816,Wait,2011-07-21 09:51:17
17807,Case 3816,Resolve ticket,2011-07-22 09:26:30
17808,Case 3816,Closed,2011-08-16 10:00:29
17809,Case 3817,Assign seriousness,2010-12-29 11:50:28
17810,Case 3817,Take in charge ticket,2011-01-13 13:41:37
17811,Case 3817,Resolve ticket,2011-01-27 10:24:41
17812,Case 3817,Closed,2011-02-11 10:24:55
17813,Case 3818,Assign seriousness,2013-06-14 14:41:32
17814,Case 3818,Take in charge ticket,2013-06-18 11:00:19
17815,Case 3818,Resolve ticket,2013-07-02 15:00:03
17816,Case 3818,Closed,2013-07-17 15:00:17
17817,Case 3819,Assign seriousness,2013-03-18 15:54:19
17818,Case 3819,Take in charge ticket,2013-03-25 11:15:23
17819,Case 3819,Wait,2013-03-25 11:22:16
17820,Case 3819,Resolve ticket,2013-04-19 15:55:03
17821,Case 3819,Closed,2013-05-04 15:55:20
17822,Case 3820,Assign seriousness,2012-03-15 13:22:51
17823,Case 3820,Take in charge ticket,2012-03-15 13:23:01
17824,Case 3820,Resolve ticket,2012-03-15 14:16:11
17825,Case 3820,Resolve ticket,2012-03-15 14:16:11
17826,Case 3820,Closed,2012-04-17 12:30:20
17827,Case 3821,Assign seriousness,2012-02-15 09:35:36
17828,Case 3821,Take in charge ticket,2012-02-27 09:09:08
17829,Case 3821,Resolve ticket,2012-02-27 09:17:02
17830,Case 3821,Closed,2012-03-30 08:40:43
17831,Case 3822,Assign seriousness,2013-08-30 08:32:16
17832,Case 3822,Take in charge ticket,2013-09-03 07:13:18
17833,Case 3822,Wait,2013-09-03 15:00:29
17834,Case 3822,Resolve ticket,2013-09-16 10:39:08
17835,Case 3822,Closed,2013-10-01 10:39:26
17836,Case 3823,Assign seriousness,2011-04-15 15:50:07
17837,Case 3823,Take in charge ticket,2011-04-15 15:50:18
17838,Case 3823,Resolve ticket,2011-04-20 07:57:08
17839,Case 3823,Closed,2011-05-29 16:02:47
17840,Case 3824,Assign seriousness,2011-03-09 15:28:11
17841,Case 3824,Assign seriousness,2011-03-09 15:28:30
17842,Case 3824,Assign seriousness,2011-03-09 15:45:56
17843,Case 3824,Take in charge ticket,2011-03-09 15:46:05
17844,Case 3824,Wait,2011-03-09 16:55:20
17845,Case 3824,Take in charge ticket,2011-04-20 09:37:21
17846,Case 3824,Resolve ticket,2011-04-20 09:37:30
17847,Case 3824,Closed,2011-05-05 09:37:43
17848,Case 3825,Assign seriousness,2012-06-13 15:01:29
17849,Case 3825,Take in charge ticket,2012-06-14 13:51:11
17850,Case 3825,Resolve ticket,2012-06-14 15:50:50
17851,Case 3825,Closed,2012-07-21 15:10:13
17852,Case 3826,Assign seriousness,2011-06-17 13:30:49
17853,Case 3826,Assign seriousness,2011-06-17 13:31:01
17854,Case 3826,Take in charge ticket,2011-06-17 13:36:06
17855,Case 3826,Resolve ticket,2011-06-17 13:38:29
17856,Case 3826,Closed,2011-07-22 13:40:27
17857,Case 3827,Assign seriousness,2010-11-17 10:23:03
17858,Case 3827,Take in charge ticket,2010-11-18 11:15:28
17859,Case 3827,Resolve ticket,2010-11-18 11:52:25
17860,Case 3827,Closed,2010-12-18 10:30:20
17861,Case 3828,Assign seriousness,2012-02-24 12:05:33
17862,Case 3828,Take in charge ticket,2012-02-24 12:05:56
17863,Case 3828,Wait,2012-03-01 11:11:05
17864,Case 3828,Take in charge ticket,2012-03-05 08:16:38
17865,Case 3828,Wait,2012-03-05 08:19:49
17866,Case 3828,Resolve ticket,2012-03-05 11:59:06
17867,Case 3828,Closed,2012-04-04 10:59:18
17868,Case 3829,Assign seriousness,2012-01-16 11:52:38
17869,Case 3829,Take in charge ticket,2012-01-23 11:43:06
17870,Case 3829,Resolve ticket,2012-01-24 13:07:44
17871,Case 3829,Closed,2012-02-23 13:08:10
17872,Case 3830,Assign seriousness,2011-10-24 15:18:05
17873,Case 3830,Take in charge ticket,2011-10-25 07:09:32
17874,Case 3830,Resolve ticket,2011-11-07 08:20:27
17875,Case 3830,Closed,2011-11-24 16:20:15
17876,Case 3831,Assign seriousness,2011-08-09 11:06:25
17877,Case 3831,Take in charge ticket,2011-08-09 11:06:35
17878,Case 3831,Resolve ticket,2011-08-09 12:30:51
17879,Case 3831,Closed,2011-09-22 11:00:30
17880,Case 3832,Assign seriousness,2013-03-19 14:02:46
17881,Case 3832,Take in charge ticket,2013-04-04 07:44:27
17882,Case 3832,Wait,2013-04-08 13:21:22
17883,Case 3832,Wait,2013-04-11 09:43:29
17884,Case 3832,Resolve ticket,2013-04-11 09:44:06
17885,Case 3832,Take in charge ticket,2013-04-17 10:57:36
17886,Case 3832,Resolve ticket,2013-04-17 15:10:24
17887,Case 3832,Closed,2013-05-02 15:10:38
17888,Case 3833,Assign seriousness,2011-03-14 09:33:01
17889,Case 3833,Assign seriousness,2011-03-14 09:38:11
17890,Case 3833,Take in charge ticket,2011-03-14 10:34:20
17891,Case 3833,Resolve ticket,2011-03-14 10:34:26
17892,Case 3833,Closed,2011-04-14 08:40:22
17893,Case 3834,Assign seriousness,2011-12-28 08:13:11
17894,Case 3834,Take in charge ticket,2012-01-05 10:07:38
17895,Case 3834,Resolve ticket,2012-01-27 09:47:15
17896,Case 3834,Closed,2012-02-11 09:47:23
17897,Case 3835,Assign seriousness,2010-10-25 16:15:56
17898,Case 3835,Assign seriousness,2010-10-29 13:42:00
17899,Case 3835,Take in charge ticket,2010-10-29 13:43:44
17900,Case 3835,Resolve ticket,2010-11-04 08:48:02
17901,Case 3835,Take in charge ticket,2010-11-04 09:27:27
17902,Case 3835,Wait,2010-11-04 15:47:22
17903,Case 3835,Take in charge ticket,2010-11-15 13:59:53
17904,Case 3835,Resolve ticket,2010-11-15 16:03:22
17905,Case 3835,Take in charge ticket,2010-11-16 11:05:52
17906,Case 3835,Wait,2010-11-16 11:05:59
17907,Case 3835,Take in charge ticket,2010-11-18 09:51:21
17908,Case 3835,Resolve ticket,2010-11-19 16:26:13
17909,Case 3835,Closed,2010-12-04 16:26:35
17910,Case 3836,Assign seriousness,2011-03-10 11:43:24
17911,Case 3836,Take in charge ticket,2011-03-10 11:44:08
17912,Case 3836,Resolve ticket,2011-03-10 15:41:57
17913,Case 3836,Closed,2011-04-12 10:52:18
17914,Case 3837,Assign seriousness,2010-05-04 07:07:55
17915,Case 3837,Wait,2010-05-07 14:58:36
17916,Case 3837,Take in charge ticket,2010-05-19 16:51:06
17917,Case 3837,Resolve ticket,2010-05-28 08:17:28
17918,Case 3837,Closed,2010-06-27 08:17:48
17919,Case 3838,Assign seriousness,2011-04-05 12:46:10
17920,Case 3838,Take in charge ticket,2011-04-05 12:46:34
17921,Case 3838,Resolve ticket,2011-04-05 13:28:45
17922,Case 3838,Closed,2011-05-08 12:50:17
17923,Case 3839,Create SW anomaly,2011-10-26 09:00:07
17924,Case 3839,Resolve SW anomaly,2011-10-27 08:06:22
17925,Case 3839,Resolve ticket,2011-11-29 16:45:06
17926,Case 3839,Closed,2011-12-22 08:50:35
17927,Case 3840,Assign seriousness,2010-07-26 07:58:41
17928,Case 3840,Take in charge ticket,2010-07-26 13:04:04
17929,Case 3840,Resolve ticket,2010-07-26 13:05:43
17930,Case 3840,Closed,2010-09-17 08:00:57
17931,Case 3841,Assign seriousness,2011-01-03 08:22:59
17932,Case 3841,Assign seriousness,2011-01-10 10:35:25
17933,Case 3841,Take in charge ticket,2011-01-10 10:35:33
17934,Case 3841,Wait,2011-01-11 11:16:12
17935,Case 3841,Take in charge ticket,2011-01-25 13:31:30
17936,Case 3841,Resolve ticket,2011-01-25 13:31:38
17937,Case 3841,Closed,2011-02-09 13:31:50
17938,Case 3842,Assign seriousness,2012-03-16 16:23:26
17939,Case 3842,Take in charge ticket,2012-03-16 16:28:48
17940,Case 3842,Resolve ticket,2012-03-20 11:42:43
17941,Case 3842,Closed,2012-05-03 15:30:32
17942,Case 3843,Assign seriousness,2011-06-16 09:54:12
17943,Case 3843,Take in charge ticket,2011-06-16 09:54:32
17944,Case 3843,Resolve ticket,2011-06-16 09:54:43
17945,Case 3843,Closed,2011-07-21 10:00:31
17946,Case 3844,Assign seriousness,2012-08-02 09:04:08
17947,Case 3844,Take in charge ticket,2012-08-02 12:49:07
17948,Case 3844,Resolve ticket,2012-08-02 12:56:43
17949,Case 3844,Closed,2012-09-07 09:10:30
17950,Case 3845,Assign seriousness,2012-02-24 15:38:13
17951,Case 3845,Take in charge ticket,2012-02-24 15:38:23
17952,Case 3845,Resolve ticket,2012-03-01 12:06:30
17953,Case 3845,Resolve ticket,2012-03-01 12:06:31
17954,Case 3845,Closed,2012-03-28 14:40:22
17955,Case 3846,Assign seriousness,2011-12-19 16:53:57
17956,Case 3846,Take in charge ticket,2011-12-20 14:48:13
17957,Case 3846,Wait,2011-12-20 16:28:54
17958,Case 3846,Resolve ticket,2012-01-10 11:08:29
17959,Case 3846,Closed,2012-01-25 11:08:45
17960,Case 3847,Assign seriousness,2012-05-21 13:56:44
17961,Case 3847,Take in charge ticket,2012-05-22 09:49:04
17962,Case 3847,Wait,2012-05-22 14:46:51
17963,Case 3847,Resolve ticket,2012-05-23 08:10:52
17964,Case 3847,Closed,2012-06-29 07:30:36
17965,Case 3848,Assign seriousness,2011-06-01 14:08:40
17966,Case 3848,Take in charge ticket,2011-06-01 14:09:03
17967,Case 3848,Wait,2011-06-01 14:40:09
17968,Case 3848,Take in charge ticket,2011-06-15 08:36:55
17969,Case 3848,Resolve ticket,2011-06-15 08:37:03
17970,Case 3848,Closed,2011-07-15 08:37:18
17971,Case 3849,Assign seriousness,2010-02-09 16:10:28
17972,Case 3849,Take in charge ticket,2010-03-19 08:41:33
17973,Case 3849,Resolve ticket,2010-03-19 08:41:38
17974,Case 3849,Resolve ticket,2010-03-19 08:51:04
17975,Case 3849,Closed,2010-04-03 07:51:11
17976,Case 3850,Assign seriousness,2010-05-26 15:06:56
17977,Case 3850,Take in charge ticket,2010-05-27 12:39:45
17978,Case 3850,Resolve ticket,2010-05-28 08:16:23
17979,Case 3850,Closed,2010-06-29 15:11:12
17980,Case 3851,Assign seriousness,2011-08-23 07:51:12
17981,Case 3851,Take in charge ticket,2011-08-24 13:58:37
17982,Case 3851,Resolve ticket,2011-08-26 09:28:47
17983,Case 3851,Closed,2011-10-05 08:00:29
17984,Case 3852,Assign seriousness,2010-04-23 09:31:20
17985,Case 3852,Take in charge ticket,2010-05-17 14:39:38
17986,Case 3852,Resolve ticket,2010-05-17 14:40:59
17987,Case 3852,Closed,2010-06-16 14:41:29
17988,Case 3853,Assign seriousness,2012-01-18 10:25:49
17989,Case 3853,Take in charge ticket,2012-01-19 08:02:17
17990,Case 3853,Resolve ticket,2012-01-19 08:06:35
17991,Case 3853,Closed,2012-03-17 10:31:00
17992,Case 3854,Assign seriousness,2012-06-08 07:35:33
17993,Case 3854,Resolve ticket,2012-06-08 10:31:08
17994,Case 3854,Closed,2012-07-13 07:41:19
17995,Case 3855,Assign seriousness,2011-03-21 08:31:31
17996,Case 3855,Take in charge ticket,2011-03-22 15:40:35
17997,Case 3855,Resolve ticket,2011-03-24 15:23:05
17998,Case 3855,Closed,2011-04-27 07:41:50
17999,Case 3856,Insert ticket,2010-09-03 09:11:07
18000,Case 3856,Assign seriousness,2010-09-03 12:30:50
18001,Case 3856,Take in charge ticket,2010-09-13 13:14:24
18002,Case 3856,Resolve ticket,2010-09-13 13:15:01
18003,Case 3856,Closed,2010-10-28 13:15:33
18004,Case 3857,Assign seriousness,2013-11-12 08:34:25
18005,Case 3857,Take in charge ticket,2013-11-13 13:25:58
18006,Case 3857,Wait,2013-11-13 13:28:39
18007,Case 3857,Resolve ticket,2013-12-19 10:08:02
18008,Case 3857,Closed,2014-01-03 10:08:18
18009,Case 3858,Assign seriousness,2010-09-16 16:34:59
18010,Case 3858,Take in charge ticket,2010-09-16 16:35:12
18011,Case 3858,Resolve ticket,2010-09-16 16:35:25
18012,Case 3858,Closed,2010-10-30 16:00:56
18013,Case 3859,Assign seriousness,2012-05-22 09:47:19
18014,Case 3859,Take in charge ticket,2012-05-22 14:20:17
18015,Case 3859,Resolve ticket,2012-05-23 12:08:01
18016,Case 3859,Closed,2012-07-05 09:51:27
18017,Case 3860,Take in charge ticket,2011-12-19 08:27:50
18018,Case 3860,Resolve ticket,2011-12-19 08:36:01
18019,Case 3860,Closed,2012-02-01 14:41:03
18020,Case 3861,Assign seriousness,2012-01-19 09:59:45
18021,Case 3861,Take in charge ticket,2012-01-19 10:39:09
18022,Case 3861,Wait,2012-01-26 16:35:54
18023,Case 3861,Resolve ticket,2012-01-26 16:45:03
18024,Case 3861,Closed,2012-02-21 10:10:44
18025,Case 3862,Assign seriousness,2012-07-09 09:04:31
18026,Case 3862,Take in charge ticket,2012-07-09 09:04:40
18027,Case 3862,Resolve ticket,2012-07-10 08:59:17
18028,Case 3862,Closed,2012-08-09 09:10:18
18029,Case 3863,Assign seriousness,2010-04-26 10:44:47
18030,Case 3863,Take in charge ticket,2010-04-26 10:45:07
18031,Case 3863,Resolve ticket,2010-04-26 10:45:13
18032,Case 3863,Closed,2010-05-27 10:50:30
18033,Case 3864,Assign seriousness,2012-08-31 15:10:58
18034,Case 3864,Take in charge ticket,2012-10-01 10:53:35
18035,Case 3864,Resolve ticket,2012-10-12 15:00:16
18036,Case 3864,Closed,2012-10-27 15:00:32
18037,Case 3865,Assign seriousness,2012-10-22 15:50:53
18038,Case 3865,Take in charge ticket,2012-10-26 09:15:51
18039,Case 3865,Require upgrade,2012-10-30 08:13:19
18040,Case 3865,Resolve ticket,2012-11-30 09:12:33
18041,Case 3865,Closed,2012-12-15 09:12:55
18042,Case 3866,Assign seriousness,2010-04-01 09:18:25
18043,Case 3866,Take in charge ticket,2010-04-02 08:04:00
18044,Case 3866,Resolve ticket,2010-04-02 08:04:25
18045,Case 3866,Closed,2010-05-30 09:21:41
18046,Case 3867,Assign seriousness,2011-11-07 09:25:24
18047,Case 3867,Take in charge ticket,2011-11-07 09:25:36
18048,Case 3867,Wait,2011-11-07 14:47:34
18049,Case 3867,Resolve ticket,2011-11-08 09:55:12
18050,Case 3867,Closed,2011-12-15 14:40:21
18051,Case 3868,Assign seriousness,2011-01-26 09:03:30
18052,Case 3868,Take in charge ticket,2011-02-04 09:01:42
18053,Case 3868,Resolve ticket,2011-02-04 16:02:24
18054,Case 3868,Closed,2011-03-11 09:10:26
18055,Case 3869,Assign seriousness,2012-05-22 15:08:58
18056,Case 3869,Take in charge ticket,2012-05-24 09:58:24
18057,Case 3869,Wait,2012-05-24 13:01:50
18058,Case 3869,Resolve ticket,2012-05-25 08:11:48
18059,Case 3869,Closed,2012-06-30 10:21:16
18060,Case 3870,Assign seriousness,2012-07-27 13:12:28
18061,Case 3870,Resolve ticket,2012-08-03 09:48:32
18062,Case 3870,Closed,2012-09-09 13:20:32
18063,Case 3871,Assign seriousness,2012-01-12 11:57:34
